"SysExp","Processeur","RefProcesseur","Mémoire","Disque Dur","Carte Graphique","Réf Carte graphique","Taille Ecran","NomDuProduit","Prix","ImageDuProduit","Fabricant","NomDuFabricant"
"Windows 11","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","24 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","Pc portable HP Pavilion Gaming 17-cd2009nk ",3415,"https://www.tunisianet.com.tn/250329-large/pc-portable-hp-pavilion-gaming-17-cd2009nk-i7-11e-gen-24-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","20 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","Pc portable Asus Vivobook Pro 15 OLED ",3404,"https://www.tunisianet.com.tn/249750-large/pc-portable-asus-vivobook-pro-15-oled-i7-11e-gen-20-go.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","17.3""","PC Portable HP Pavilion Gaming 17-CD2007NK ",3399,"https://www.tunisianet.com.tn/244564-large/pc-portable-hp-pavilion-gaming-17-cd2007nk-i5-11e-gen-16-go-rtx-3050ti-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","Pc portable Asus Vivobook Pro 15 OLED ",3359,"https://www.tunisianet.com.tn/221885-large/pc-portable-asus-vivobook-pro-15-oled-i7-11e-gen-16-go.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","32 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable MSI Gaming GF63 Thin 11SC ",3339,"https://www.tunisianet.com.tn/240686-large/pc-portable-msi-gaming-gf63-thin-11sc-i7-11e-gen-32-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",3333,"https://www.tunisianet.com.tn/242564-large/pc-portable-gamer-msi-katana-gf76-i5-11e-gen-rtx-3050-4-go-32-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","Pc portable HP Pavilion Gaming 17-cd2009nk ",3316,"https://www.tunisianet.com.tn/250323-large/pc-portable-hp-pavilion-gaming-17-cd2009nk-i7-11e-gen-12-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7 5700U, up to 4.3 GHz, 8 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris X","14""","Pc Portable Dell Latitude 7420 ",3299,"https://www.tunisianet.com.tn/217294-large/pc-portable-dell-latitude-7420-i5-11e-gen-8-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","16 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2009nk ",3299,"https://www.tunisianet.com.tn/246190-large/pc-portable-hp-pavilion-gaming-15-ec2009nk-ryzen-7-5800h-16-go-rtx-3050-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel Iris X","15.6""","Pc portable HP ENVY x360 15-es0002nk Tactile ",3299,"https://www.tunisianet.com.tn/200950-large/pc-portable-hp-envy-x360-15-es0002nk-tactile-i5-11e-gen-16-go-512-go-ssd-gris.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","AMD Radeon Graphics","WFHD","PC Portable HP Pavilion Aero Laptop 13-be0005nk ",3275,"https://www.tunisianet.com.tn/237713-large/pc-portable-hp-pavilion-aero-laptop-13-be0005nk-ryzen-7-5800u-16-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","i5-10500H 10è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","24 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2016nk ",3275,"https://www.tunisianet.com.tn/239193-large/pc-portable-hp-pavilion-gaming-15-dk2016nk-i5-11e-gen-24-go-rtx-3050-ti-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe","14""","Pc Portable Dell Latitude 5420 ",3259,"https://www.tunisianet.com.tn/226711-large/pc-portable-dell-latitude-5420-i7-11e-gen-8-go-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2005nk ",3253,"https://www.tunisianet.com.tn/222638-large/pc-portable-hp-pavilion-gaming-15-dk2005nk-i7-11e-gen-12-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","i5-10500H 10è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","12 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","Pc portable HP Pavilion Gaming 17-cd2009nk ",3252,"https://www.tunisianet.com.tn/250317-large/pc-portable-hp-pavilion-gaming-17-cd2009nk-i7-11e-gen-12-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable Asus F15 TUF506HE ",3248,"https://www.tunisianet.com.tn/249761-large/pc-portable-asus-f15-tuf506he-i5-11e-gen-24-go-rtx-3050-ti-4g-win-10-1-jeu-au-choix-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","24 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","PC Portable Dell Latitude 3520 ",3228,"https://www.tunisianet.com.tn/249687-large/pc-portable-dell-latitude-3520-i7-11e-gen-24-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable MSI Gaming GF63 Thin 11SC ",3225,"https://www.tunisianet.com.tn/240681-large/pc-portable-msi-gaming-gf63-thin-11sc-i7-11e-gen-24-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",3215,"https://www.tunisianet.com.tn/242559-large/pc-portable-gamer-msi-katana-gf76-i5-11e-gen-rtx-3050-4-go-24-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","Intel Core i5","Intel Core i7-1065G7, 1.30 GHz jusqu'à 3.90 GHz, 8 Mo de cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","Full HD","PC Portable HP Pavilion x360 Convertible 14-dy0011nk Tactile ",3199,"https://www.tunisianet.com.tn/244980-large/pc-portable-hp-pavilion-x360-convertible-14-dy0011nk-tactile-i7-11e-gen-8-go-512-go-ssd-win11-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","8 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","Pc portable HP Pavilion Gaming 17-cd2009nk ",3189,"https://www.tunisianet.com.tn/234862-large/pc-portable-hp-pavilion-gaming-17-cd2009nk-i7-11e-gen-8-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","PC Portable HP Pavilion Gaming 15-dk2014nk ",3189,"https://www.tunisianet.com.tn/252015-large/pc-portable-hp-pavilion-gaming-15-dk2014nk-i7-11e-gen-32-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","32 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","PC Portable HP Pavilion Gaming 17-CD2010NK ",3187,"https://www.tunisianet.com.tn/245496-large/pc-portable-hp-pavilion-gaming-17-cd2010nk-i5-11e-gen-32-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","12 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","Portable HP Pavilion x360 Convertible 15-er0002nk Tactile ",3182,"https://www.tunisianet.com.tn/249632-large/portable-hp-pavilion-x360-convertible-15-er0002nk-tactile-i7-11e-gen-12-go-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","8 Go","512 Go SSD","Graphique Intégrée","AMD Radeon Graphics","14""","Pc portable Asus Zenbook 14 UM425UA ",3159,"https://www.tunisianet.com.tn/230765-large/pc-portable-asus-zenbook-14-um425ua-ryzen-5-5500u-8-go.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","32 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2010nk ",3149,"https://www.tunisianet.com.tn/241502-large/pc-portable-hp-pavilion-gaming-15-dk2010nk-i5-11e-gen-32-go-rtx-3050-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","16 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2016nk ",3149,"https://www.tunisianet.com.tn/239171-large/pc-portable-hp-pavilion-gaming-15-dk2016nk-i5-11e-gen-16-go-rtx-3050-ti-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i5","Processeur Intel Core i5-10300H, (up to 4.5 Ghz, 8 Mo de mémoire cache)","40 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CEA ",3148,"https://www.tunisianet.com.tn/251023-large/pc-portable-asus-expertbook-b1-b1500cea-i7-11e-gen-40-go-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable Asus F15 TUF506HE ",3144,"https://www.tunisianet.com.tn/249756-large/pc-portable-asus-f15-tuf506he-i5-11e-gen-16-go-rtx-3050-ti-4g-win-10-1-jeu-au-choix-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable MSI Gaming GF63 Thin 11SC ",3135,"https://www.tunisianet.com.tn/240676-large/pc-portable-msi-gaming-gf63-thin-11sc-i7-11e-gen-16-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",3128,"https://www.tunisianet.com.tn/242554-large/pc-portable-gamer-msi-katana-gf76-i5-11e-gen-rtx-3050-4-go-16-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","PC Portable Dell Latitude 3520 ",3128,"https://www.tunisianet.com.tn/249679-large/pc-portable-dell-latitude-3520-i7-11e-gen-16-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","Portable HP Pavilion x360 Convertible 15-er0002nk Tactile ",3119,"https://www.tunisianet.com.tn/242221-large/portable-hp-pavilion-x360-convertible-15-er0002nk-tactile-i7-11e-gen-8-go-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","PC Portable HP Pavilion Gaming 15-dk2014nk ",3115,"https://www.tunisianet.com.tn/242990-large/pc-portable-hp-pavilion-gaming-15-dk2014nk-i7-11e-gen-24-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i5","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","32 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Lenovo ThinkPad E15 Gen 2 ",3104,"https://www.tunisianet.com.tn/217811-large/pc-portable-lenovo-thinkpad-e15-gen-2-i5-11e-gen-32-go.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable MSI Gaming GF63 Thin 11SC ",3099,"https://www.tunisianet.com.tn/240671-large/pc-portable-msi-gaming-gf63-thin-11sc-i7-11e-gen-12-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","8 Go","256 Go SSD","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","Pc Portable Lenovo ThinkPad E15 Gen 2 ",3099,"https://www.tunisianet.com.tn/257291-large/pc-portable-lenovo-thinkpad-e15-gen-2-i7-11e-gen-mx450-2gb-8-go-256-go-ssd-noir.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 11","AMD Ryzen 7","AMD Ryzen 7 5700U, up to 4.3 GHz, 8 Mo de mémoire cache","24 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","PC Portable HP Pavilion Gaming 17-CD2010NK ",3097,"https://www.tunisianet.com.tn/245491-large/pc-portable-hp-pavilion-gaming-17-cd2010nk-i5-11e-gen-16-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",3089,"https://www.tunisianet.com.tn/242549-large/pc-portable-gamer-msi-katana-gf76-i5-11e-gen-rtx-3050-4-go-12-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","32 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2012nk ",3085,"https://www.tunisianet.com.tn/241190-large/pc-portable-hp-pavilion-gaming-15-ec2012nk-ryzen-7-5800h-32-go-rtx-3050-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2009nk ",3079,"https://www.tunisianet.com.tn/237482-large/pc-portable-hp-pavilion-gaming-15-dk2009nk-i7-11e-gen-8-go-rtx-3050-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","12 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","PC Portable Dell Latitude 3520 ",3074,"https://www.tunisianet.com.tn/249665-large/pc-portable-dell-latitude-3520-i7-11e-gen-12-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable Asus F15 TUF506HE ",3049,"https://www.tunisianet.com.tn/246017-large/pc-portable-asus-f15-tuf506he-i5-11e-gen-8-go-rtx-3050-ti-4g-win-10-1-jeu-au-choix-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2010nk ",3045,"https://www.tunisianet.com.tn/241496-large/pc-portable-hp-pavilion-gaming-15-dk2010nk-i5-11e-gen-24-go-rtx-3050-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","16 Go","512 Go SSD","AMD Radeon","AMD Radeon Graphics","15.6""","Pc portable Asus Vivobook Pro 15 OLED ",3039,"https://www.tunisianet.com.tn/221881-large/pc-portable-asus-vivobook-pro-15-oled-ryzen-7-5800h-16-go-win10.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","i5-10500H 10è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable MSI Gaming GF63 Thin 11SC ",3035,"https://www.tunisianet.com.tn/240666-large/pc-portable-msi-gaming-gf63-thin-11sc-i7-11e-gen-8-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","PC Portable Dell Latitude 3520 ",3029,"https://www.tunisianet.com.tn/248263-large/pc-portable-dell-latitude-3520-i7-11e-gen-8-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",3029,"https://www.tunisianet.com.tn/237201-large/pc-portable-gamer-msi-katana-gf76-i5-11e-gen-rtx-3050-4-go-8-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","32 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable MSI Gaming GF63 Thin 11SC ",3019,"https://www.tunisianet.com.tn/240661-large/pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-32-go-gtx-1650-4g-.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","Pc Portable Dell Latitude 5520 ",3003,"https://www.tunisianet.com.tn/229654-large/pc-portable-dell-latitude-5520-i5-11e-gen-32-go-256-go-ssd-antivirus-bitdefender-internet-security.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","8 Go","256 Go SSD","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","Pc Portable Dell Latitude 3520 ",2999,"https://www.tunisianet.com.tn/233313-large/pc-portable-dell-latitude-3520-i7-11e-gen-8-go-mx450-2g-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","14""","Pc Portable Dell Latitude 5420 ",2999,"https://www.tunisianet.com.tn/233294-large/pc-portable-dell-latitude-5420-i5-11e-gen-8-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","16 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","PC Portable HP Pavilion Gaming 17-CD2010NK ",2995,"https://www.tunisianet.com.tn/245486-large/pc-portable-hp-pavilion-gaming-17-cd2010nk-i5-11e-gen-16-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
